carat,cut,color,clarity,depth,table,price,x,y,z
0.52,Premium,E,SI1,60.3,58,1369,5.2,5.24,3.15
0.52,Premium,E,SI1,61.8,60,1624,5.18,5.15,3.19
0.41,Premium,E,SI1,62.3,56,1059,4.78,4.76,2.97
0.51,Premium,E,SI1,61.5,58,1593,5.14,5.11,3.15
0.92,Premium,E,SI1,62.1,58,4482,6.22,6.15,3.84
0.7,Premium,E,SI1,61.3,58,2777,5.71,5.68,3.49
1.13,Premium,E,SI1,62.7,57,5012,6.65,6.62,4.16
0.5,Premium,E,SI1,63,59,1415,5.01,4.99,3.15
0.41,Premium,E,SI1,61.8,60,904,4.78,4.74,2.94
0.3,Premium,E,SI1,62.1,60,675,4.29,4.27,2.66
0.51,Premium,E,SI1,62.9,57,1402,5.11,5.06,3.2
0.32,Premium,E,SI1,60.2,60,720,4.44,4.39,2.66
1,Premium,E,SI1,61.9,60,5544,6.46,6.37,3.97
0.72,Premium,F,SI1,61.7,59,2492,5.74,5.7,3.53
0.4,Premium,F,SI1,62.8,59,945,4.72,4.71,2.96
0.35,Premium,F,SI1,60.2,58,583,4.54,4.6,2.75
0.7,Premium,F,SI1,62.2,59,2423,5.73,5.69,3.55
1.01,Premium,F,SI1,62.9,59,5288,6.38,6.31,3.99
0.38,Premium,F,SI1,60.4,58,898,4.72,4.68,2.84
0.9,Premium,F,SI1,61.7,62,3936,6.19,6.13,3.8
0.55,Premium,F,SI1,62.9,58,1354,5.26,5.23,3.3
0.73,Premium,F,SI1,61.2,60,2599,5.78,5.73,3.52
0.62,Premium,F,SI1,63,59,1777,5.43,5.39,3.41
0.36,Premium,F,SI1,61.1,60,616,4.62,4.57,2.81
0.57,Premium,F,SI1,59.5,58,1571,5.43,5.36,3.21
0.4,Premium,F,SI1,62.3,60,737,4.7,4.74,2.94
0.76,Premium,F,SI1,62.7,58,2631,5.83,5.78,3.64
1.56,Premium,F,SI1,60.7,59,11901,7.55,7.45,4.55
0.4,Premium,F,SI1,61.7,62,920,4.76,4.71,2.92
0.7,Premium,F,SI1,61.6,58,2463,5.73,5.7,3.52
1,Premium,F,SI1,62.5,59,5152,6.39,6.34,3.98
0.51,Premium,F,SI1,60.5,59,1421,5.18,5.13,3.12
1.02,Premium,F,SI1,60.1,60,5686,6.58,6.53,3.94
0.71,Premium,F,SI1,60.9,59,2198,5.74,5.69,3.48
0.78,Premium,F,SI1,62.4,58,2777,5.83,5.8,3.63
0.7,Premium,F,SI1,59.5,57,2596,5.81,5.79,3.45
1.06,Premium,F,SI1,61,58,5142,6.6,6.65,4.04
1,Premium,F,SI1,62.8,59,4939,6.36,6.32,3.98
0.44,Premium,F,SI1,60.9,58,1023,4.96,4.92,3.01
0.36,Premium,F,SI1,62.3,59,600,4.5,4.56,2.82
1.02,Premium,F,SI1,62.9,55,5484,6.47,6.41,4.05
0.71,Premium,F,SI1,63,59,2381,5.69,5.62,3.56
0.32,Premium,F,SI1,59.3,58,684,4.5,4.47,2.66
0.7,Premium,G,SI1,63,56,2386,5.68,5.65,3.57
1.02,Premium,G,SI1,62.3,59,4633,6.4,6.44,4
0.5,Premium,G,SI1,62.2,60,1286,5.07,5.03,3.14
1.15,Premium,G,SI1,62,58,4776,6.68,6.77,4.17
0.3,Premium,G,SI1,62.5,61,497,4.29,4.26,2.67
0.65,Premium,G,SI1,61.9,58,1612,5.54,5.51,3.42
0.42,Premium,G,SI1,60.6,62,882,4.85,4.82,2.93
0.3,Premium,G,SI1,59.8,57,574,4.37,4.32,2.6
0.33,Premium,G,SI1,62.3,59,492,4.39,4.44,2.75
0.9,Premium,G,SI1,61.9,59,3669,6.18,6.13,3.81
0.31,Premium,G,SI1,62.6,58,593,4.34,4.29,2.7
0.41,Premium,G,SI1,61.7,59,923,4.73,4.71,2.91
1,Premium,G,SI1,60,62,4189,6.48,6.45,3.88
0.9,Premium,G,SI1,60.6,60,3407,6.22,6.15,3.75
1.5,Premium,G,SI1,62.9,55,9954,7.28,7.24,4.57
1.15,Premium,G,SI1,63,59,5384,6.68,6.63,4.19
1.08,Premium,G,SI1,59.4,60,5044,6.7,6.63,3.96
0.44,Premium,G,SI1,61,60,772,4.88,4.93,2.99
0.41,Premium,G,SI1,60.3,60,923,4.8,4.76,2.88
0.4,Premium,G,SI1,59.4,60,870,4.85,4.82,2.87
1.32,Premium,G,SI1,62.1,59,6542,7.03,6.99,4.35
0.4,Premium,G,SI1,62,59,900,4.74,4.71,2.93
0.72,Premium,G,SI1,60.6,59,2246,5.8,5.76,3.5
1.22,Premium,G,SI1,61.8,58,6777,6.88,6.82,4.23
0.31,Premium,G,SI1,61.7,55,593,4.38,4.37,2.7
1.12,Premium,G,SI1,59.5,62,5181,6.81,6.76,4.04
0.41,Premium,G,SI1,61.5,59,719,4.75,4.78,2.93
2,Premium,G,SI1,59.3,60,14918,8.19,8.13,4.84
2.02,Premium,H,SI1,63,60,13453,7.85,7.79,4.93
2.04,Premium,H,SI1,58.1,60,18795,8.37,8.28,4.84
2.04,Premium,H,SI1,63,58,18115,8.1,8.03,5.08
0.33,Premium,H,SI1,63,58,610,4.42,4.4,2.78
0.34,Premium,H,SI1,60.2,58,477,4.48,4.52,2.71
2,Premium,H,SI1,59.8,60,13986,8.04,8.01,4.8
0.97,Premium,H,SI1,58,62,3911,6.56,6.48,3.79
0.71,Premium,H,SI1,62.4,59,2112,5.65,5.6,3.51
0.31,Premium,H,SI1,60.5,60,573,4.4,4.33,2.64
1.18,Premium,H,SI1,61.6,59,6159,6.82,6.72,4.17
0.3,Premium,H,SI1,59.3,59,421,4.36,4.38,2.59
1.18,Premium,H,SI1,61.8,58,5696,6.74,6.79,4.18
0.41,Premium,H,SI1,62,59,683,4.78,4.8,2.97
1,Premium,H,SI1,62.7,60,4469,6.3,6.24,3.93
1.14,Premium,H,SI1,59.3,59,5458,6.8,6.76,4.02
0.42,Premium,H,SI1,62,59,898,4.79,4.76,2.96
1.51,Premium,H,SI1,60.3,62,9762,7.54,7.41,4.51
1.28,Premium,H,SI1,62.1,62,6210,6.88,6.83,4.26
1.28,Premium,H,SI1,62.7,58,6580,6.88,6.94,4.33
0.3,Premium,H,SI1,62.2,60,540,4.28,4.24,2.65
1.07,Premium,H,SI1,60,60,5031,6.61,6.65,3.98
1.17,Premium,H,SI1,58.5,62,5831,6.95,6.9,4.05
1.11,Premium,H,SI1,61.9,58,4960,6.63,6.59,4.09
1.03,Premium,H,SI1,62.4,58,4274,6.5,6.42,4.03
1.58,Premium,H,SI1,61.5,59,10738,7.47,7.45,4.59
0.64,Premium,H,SI1,60,59,1274,5.63,5.57,3.36
1.26,Premium,H,SI1,61.3,57,7056,7.01,6.93,4.27
1,Premium,H,SI1,58.3,60,4816,6.5,6.44,3.77
1.52,Premium,H,SI1,62,60,7559,7.36,7.28,4.54
0.31,Premium,H,SI1,62.7,58,558,4.34,4.31,2.71
1,Premium,H,SI1,59.4,58,4788,6.51,6.46,3.85
1.07,Premium,H,SI1,58.9,59,4235,6.76,6.71,3.97
1.59,Premium,H,SI1,60.6,60,10542,7.59,7.53,4.58
2.03,Premium,I,SI1,59.9,58,15095,8.23,8.21,4.92
1,Premium,I,SI1,59.6,58,4592,6.55,6.5,3.89
0.75,Premium,I,SI1,59.1,58,2295,5.91,5.87,3.48
1.27,Premium,I,SI1,60.9,59,5690,6.99,6.94,4.24
1.29,Premium,I,SI1,62.1,58,6140,7.07,6.91,4.34
1.02,Premium,I,SI1,60.2,60,3713,6.45,6.39,3.87
1.11,Premium,I,SI1,61.9,58,3978,6.63,6.61,4.1
1.01,Premium,I,SI1,62.7,59,3959,6.43,6.36,4.01
1.35,Premium,I,SI1,59.2,59,6577,7.24,7.18,4.27
1.02,Premium,I,SI1,61.7,58,4113,6.48,6.45,3.99
1.61,Premium,I,SI1,62,58,8978,7.46,7.51,4.64
1.13,Premium,I,SI1,61.8,59,4536,6.65,6.68,4.12
1.71,Premium,I,SI1,60.2,58,11003,7.75,7.79,4.68
2.01,Premium,I,SI1,61.5,60,16499,8.12,8.01,4.96
0.32,Premium,I,SI1,62.7,58,432,4.34,4.37,2.73
2.25,Premium,I,SI1,60.1,60,18034,8.55,8.51,5.13
1.23,Premium,I,SI1,60.3,58,5717,6.95,6.92,4.18
1.1,Premium,I,SI1,62,59,4620,6.59,6.54,4.07
1.25,Premium,J,SI1,62,61,4200,6.86,6.84,4.25
1.6,Premium,J,SI1,62.2,58,7550,7.48,7.54,4.67
1.71,Premium,J,SI1,61.7,59,8690,7.63,7.7,4.73
1.31,Premium,J,SI1,59.4,60,5446,7.06,7.12,4.21
1.3,Premium,J,SI1,61.8,59,5438,6.99,6.95,4.31
1.16,Premium,J,SI1,62.2,58,4326,6.75,6.68,4.18
0.81,Premium,J,SI1,61.8,57,2199,6.02,5.96,3.7
0.4,Premium,J,SI1,61.4,58,675,4.79,4.76,2.93
2.01,Premium,J,SI1,60.9,58,12048,8.15,8.07,4.94
0.74,Premium,J,SI1,61.6,59,1931,5.82,5.77,3.57
0.3,Ideal,D,SI1,62,53,524,4.33,4.35,2.69
1,Ideal,D,SI1,60.5,57,5880,6.52,6.48,3.93
1.3,Ideal,D,SI1,62.2,56,9275,6.98,6.94,4.33
0.31,Ideal,D,SI1,62.9,57,732,4.32,4.27,2.7
0.31,Ideal,D,SI1,62.6,57,571,4.3,4.32,2.7
0.53,Ideal,D,SI1,61.6,56,1621,5.2,5.23,3.21
0.7,Ideal,D,SI1,59.7,58,2822,5.82,5.77,3.46
0.31,Ideal,D,SI1,62.9,56,732,4.34,4.31,2.72
0.33,Ideal,D,SI1,62.5,54,608,4.43,4.44,2.77
0.77,Ideal,D,SI1,62.3,56,3158,5.84,5.87,3.65
1.14,Ideal,D,SI1,60.9,56,6070,6.75,6.81,4.13
0.31,Ideal,D,SI1,61.5,56,732,4.35,4.33,2.67
0.5,Ideal,D,SI1,60.9,57,1563,5.11,5.13,3.12
0.32,Ideal,D,SI1,59.3,55,589,4.51,4.53,2.68
0.31,Ideal,D,SI1,62.3,54,571,4.33,4.37,2.71
0.51,Ideal,D,SI1,62.6,57,1619,5.11,5.08,3.19
0.31,Ideal,D,SI1,61.2,57,684,4.38,4.34,2.67
0.52,Ideal,D,SI1,60,56,1720,5.24,5.19,3.13
0.41,Ideal,D,SI1,60.8,57,1015,4.84,4.8,2.93
0.4,Ideal,D,SI1,62,56,990,4.71,4.68,2.91
0.32,Ideal,D,SI1,62.6,55,589,4.36,4.39,2.74
0.61,Ideal,D,SI1,62,55,1927,5.44,5.47,3.38
0.55,Ideal,D,SI1,60.9,57,1840,5.29,5.32,3.23
0.77,Ideal,D,SI1,62.6,57,2949,5.81,5.92,3.67
0.51,Ideal,D,SI1,62.9,55,1346,5.07,5.11,3.2
0.62,Ideal,D,SI1,62.2,55,2062,5.51,5.45,3.41
1.09,Ideal,D,SI1,61.3,55.9,6532,6.61,6.65,4.06
0.77,Ideal,D,SI1,60.8,57,3251,5.94,5.9,3.6
1.02,Ideal,D,SI1,62.3,57,6191,6.41,6.44,4
0.31,Ideal,D,SI1,62.5,53,684,4.37,4.34,2.72
0.51,Ideal,D,SI1,61.5,56,1431,5.15,5.16,3.17
0.7,Ideal,D,SI1,61.4,54,2872,5.71,5.75,3.52
0.36,Ideal,D,SI1,61.9,55.7,713,4.57,4.59,2.84
0.3,Ideal,D,SI1,61.7,57,524,4.28,4.31,2.65
1.01,Ideal,D,SI1,61.2,57,5543,6.47,6.44,3.95
0.36,Ideal,D,SI1,62.1,56,851,4.58,4.53,2.83
0.31,Ideal,D,SI1,61.8,57,732,4.36,4.32,2.68
0.51,Ideal,E,SI1,62,55,1343,5.12,5.14,3.18
0.65,Ideal,E,SI1,62.7,54,1989,5.58,5.56,3.49
0.38,Ideal,E,SI1,62.1,55,685,4.64,4.67,2.89
0.55,Ideal,E,SI1,61.4,55,1668,5.29,5.26,3.24
0.51,Ideal,E,SI1,62.2,57,1438,5.08,5.12,3.17
0.42,Ideal,E,SI1,61.3,57,773,4.79,4.81,2.94
0.34,Ideal,E,SI1,62.2,54,714,4.5,4.47,2.79
0.58,Ideal,E,SI1,61.6,55,1636,5.33,5.38,3.3
0.4,Ideal,E,SI1,62.2,55,945,4.75,4.71,2.94
0.59,Ideal,E,SI1,62,55,1789,5.4,5.37,3.34
0.58,Ideal,E,SI1,61.6,55,1758,5.38,5.33,3.3
0.71,Ideal,E,SI1,61.5,57,2329,5.78,5.74,3.54
0.83,Ideal,E,SI1,62.3,55,3837,5.98,6.02,3.74
0.38,Ideal,E,SI1,61.7,58,658,4.71,4.63,2.88
0.3,Ideal,E,SI1,62.3,56,499,4.29,4.32,2.68
0.36,Ideal,E,SI1,62,57,810,4.57,4.53,2.82
0.41,Ideal,E,SI1,62.6,57,969,4.73,4.72,2.96
0.6,Ideal,E,SI1,60.6,57,1613,5.43,5.47,3.3
0.37,Ideal,E,SI1,61.4,56,777,4.65,4.6,2.84
1.02,Ideal,E,SI1,61.9,55,5806,6.49,6.46,4.01
2,Ideal,E,SI1,62.6,57,16650,8.08,8.01,5.04
0.38,Ideal,E,SI1,59.4,61,660,4.72,4.74,2.81
0.46,Ideal,E,SI1,62,54,905,4.97,4.99,3.09
0.62,Ideal,E,SI1,61.5,57,1749,5.44,5.49,3.36
0.56,Ideal,E,SI1,61.3,56,1405,5.28,5.32,3.25
0.75,Ideal,E,SI1,60.8,56,3045,5.91,5.89,3.59
1.21,Ideal,E,SI1,62.2,54.1,7231,6.82,6.86,4.26
0.91,Ideal,E,SI1,62.3,57,4284,6.21,6.25,3.88
0.41,Ideal,E,SI1,62.9,57,969,4.76,4.72,2.98
0.42,Ideal,E,SI1,62.6,57,992,4.84,4.81,3.02
1.58,Ideal,E,SI1,61,57,13434,7.5,7.55,4.59
0.57,Ideal,E,SI1,62.1,56,1728,5.33,5.3,3.3
0.71,Ideal,E,SI1,61.9,56,2756,5.71,5.73,3.54
0.37,Ideal,E,SI1,62.7,54,649,4.55,4.6,2.87
0.31,Ideal,E,SI1,62.7,57,544,4.29,4.32,2.7
0.92,Ideal,E,SI1,62.1,56,5516,6.22,6.24,3.87
0.51,Ideal,E,SI1,62.4,55,1343,5.09,5.14,3.19
0.76,Ideal,E,SI1,61.5,56,3003,5.89,5.91,3.63
0.41,Ideal,F,SI1,61.8,55,711,4.75,4.8,2.95
0.36,Ideal,F,SI1,61.6,56,560,4.57,4.62,2.83
0.28,Ideal,F,SI1,60.6,55,481,4.26,4.3,2.6
0.36,Ideal,F,SI1,61.6,56,718,4.62,4.57,2.83
0.79,Ideal,F,SI1,62.5,57,2976,5.88,5.92,3.69
1.06,Ideal,F,SI1,61.7,55.1,6249,6.56,6.58,4.06
0.3,Ideal,F,SI1,62.7,54,470,4.29,4.32,2.7
1.53,Ideal,F,SI1,61.5,56,12616,7.38,7.42,4.56
1.01,Ideal,F,SI1,62.3,57,4829,6.4,6.44,4
0.71,Ideal,F,SI1,62.7,55,2346,5.65,5.74,3.57
0.41,Ideal,F,SI1,60.5,56,909,4.81,4.84,2.92
0.7,Ideal,F,SI1,62.6,56,2200,5.69,5.66,3.55
0.36,Ideal,F,SI1,62,56,600,4.54,4.59,2.83
0.91,Ideal,F,SI1,62,55,5176,6.21,6.24,3.86
0.89,Ideal,F,SI1,62.1,55,4127,6.15,6.18,3.83
1.09,Ideal,F,SI1,62,56,5816,6.59,6.61,4.09
0.56,Ideal,F,SI1,62.3,55,1436,5.27,5.32,3.3
0.78,Ideal,F,SI1,62.4,54,2700,5.95,5.9,3.7
0.7,Ideal,F,SI1,60.7,57,2833,5.73,5.75,3.49
0.59,Ideal,F,SI1,62,53,1424,5.38,5.43,3.35
0.56,Ideal,F,SI1,61.4,57,1340,5.28,5.3,3.25
0.35,Ideal,F,SI1,62.2,56,583,4.48,4.52,2.8
1.53,Ideal,F,SI1,62.5,57,11525,7.38,7.31,4.59
0.51,Ideal,F,SI1,61.1,57,1580,5.14,5.17,3.15
0.33,Ideal,F,SI1,60.6,56,550,4.46,4.49,2.71
1.06,Ideal,F,SI1,62.1,57,5655,6.51,6.53,4.05
0.9,Ideal,F,SI1,61.8,58,4795,6.21,6.24,3.85
0.41,Ideal,F,SI1,61.2,58,764,4.76,4.81,2.93
0.71,Ideal,F,SI1,63,54,2235,5.73,5.69,3.6
0.32,Ideal,F,SI1,61.6,55,648,4.41,4.45,2.73
0.63,Ideal,G,SI1,62.3,58,1711,5.44,5.48,3.4
1.01,Ideal,G,SI1,61.4,55,4653,6.46,6.5,3.98
1.01,Ideal,G,SI1,62.9,54,4672,6.47,6.41,4.05
0.57,Ideal,G,SI1,62,55,1662,5.35,5.32,3.31
1.03,Ideal,G,SI1,61.7,56,5241,6.5,6.47,4
0.9,Ideal,G,SI1,60.2,56,3894,6.24,6.29,3.77
1.03,Ideal,G,SI1,61.6,55,5518,6.48,6.52,4
1.05,Ideal,G,SI1,59.7,56,5204,6.67,6.64,3.97
0.31,Ideal,G,SI1,61.3,58,443,4.37,4.4,2.69
0.9,Ideal,G,SI1,62.2,56,3931,6.2,6.14,3.84
0.82,Ideal,G,SI1,61.8,55,3133,6.02,6.05,3.73
0.39,Ideal,G,SI1,60.5,56,866,4.77,4.79,2.89
0.55,Ideal,G,SI1,61.7,58,1417,5.27,5.29,3.26
0.84,Ideal,G,SI1,62.4,57,3279,6.06,6.03,3.77
0.55,Ideal,G,SI1,60.8,56,1429,5.3,5.36,3.24
0.61,Ideal,G,SI1,61.4,56,1659,5.46,5.49,3.36
0.31,Ideal,G,SI1,61.6,56,627,4.36,4.4,2.7
0.29,Ideal,G,SI1,62.1,54,420,4.25,4.29,2.65
0.91,Ideal,G,SI1,62.6,57,3884,6.16,6.21,3.87
0.31,Ideal,G,SI1,61.7,54,446,4.38,4.4,2.71
1.52,Ideal,G,SI1,63,55,11510,7.31,7.38,4.63
0.57,Ideal,G,SI1,61.7,56,1364,5.33,5.37,3.3
0.4,Ideal,G,SI1,61.5,57,942,4.74,4.76,2.92
0.73,Ideal,G,SI1,61.9,55,3089,5.76,5.8,3.58
0.3,Ideal,G,SI1,61.2,56,487,4.33,4.36,2.65
1.01,Ideal,G,SI1,61.1,58,5497,6.43,6.49,3.95
0.7,Ideal,G,SI1,60.9,57,2394,5.77,5.79,3.52
1.12,Ideal,G,SI1,62,55,5551,6.68,6.65,4.13
1.03,Ideal,G,SI1,62.2,59,5684,6.41,6.45,4
0.33,Ideal,G,SI1,62.2,54,475,4.42,4.45,2.76
0.23,Ideal,G,SI1,62.1,53,364,3.93,3.96,2.45
0.34,Ideal,G,SI1,61.2,57,650,4.56,4.53,2.78
0.95,Ideal,G,SI1,60.7,56,4469,6.31,6.27,3.82
1.07,Ideal,H,SI1,62.1,57,5220,6.5,6.55,4.05
0.34,Ideal,H,SI1,61.4,55,440,4.51,4.55,2.78
1.31,Ideal,H,SI1,60.8,56,7519,7.12,7.08,4.32
0.3,Ideal,H,SI1,61.3,58,450,4.3,4.34,2.65
0.7,Ideal,H,SI1,61.4,56,2815,5.72,5.77,3.53
0.43,Ideal,H,SI1,61.6,55,919,4.9,4.87,3.01
0.38,Ideal,H,SI1,61.5,56,680,4.67,4.69,2.88
0.52,Ideal,H,SI1,62.3,54,1074,5.15,5.18,3.22
0.57,Ideal,H,SI1,61.6,60,1304,5.33,5.35,3.29
0.31,Ideal,H,SI1,61.3,55,421,4.36,4.41,2.69
2,Ideal,H,SI1,61.8,57,18062,8.1,8.15,5.02
0.58,Ideal,H,SI1,62.2,57,1255,5.34,5.37,3.33
0.45,Ideal,H,SI1,61.6,56,923,4.94,4.96,3.05
1.01,Ideal,H,SI1,62.3,55,5029,6.46,6.45,4.02
1.21,Ideal,H,SI1,61.8,55,6727,6.82,6.86,4.23
1.15,Ideal,H,SI1,61.6,55,7100,6.74,6.79,4.17
1.08,Ideal,H,SI1,60.6,59,5756,6.61,6.65,4.02
1.05,Ideal,H,SI1,61.8,56,4975,6.52,6.58,4.05
0.51,Ideal,H,SI1,61,57,1354,5.17,5.22,3.17
0.73,Ideal,H,SI1,62,55,2656,5.76,5.85,3.6
0.76,Ideal,H,SI1,61.2,57,2765,5.88,5.91,3.61
0.76,Ideal,H,SI1,61.4,55,3050,5.82,5.9,3.6
1.29,Ideal,H,SI1,62.6,56,6424,6.96,6.93,4.35
1.26,Ideal,H,SI1,61,56,6715,7,7.04,4.28
0.32,Ideal,H,SI1,60.6,57,449,4.4,4.44,2.68
1.12,Ideal,H,SI1,60.7,56,5457,6.74,6.7,4.08
0.58,Ideal,H,SI1,61.6,57,1184,5.34,5.38,3.3
0.72,Ideal,H,SI1,60.3,59,2197,5.77,5.83,3.5
0.9,Ideal,H,SI1,62.1,56,4492,6.14,6.19,3.83
2.08,Ideal,H,SI1,61.7,58,17469,8.13,8.21,5.04
1.09,Ideal,H,SI1,62.2,56,4871,6.59,6.56,4.09
1.58,Ideal,H,SI1,61.4,56,10738,7.53,7.46,4.6
1.11,Ideal,H,SI1,62.7,56,5386,6.65,6.59,4.15
0.7,Ideal,H,SI1,61.4,56,2815,5.7,5.76,3.52
1.21,Ideal,H,SI1,60.9,56,7810,6.89,6.94,4.21
1.22,Ideal,H,SI1,61.9,55,7870,6.82,6.87,4.24
0.35,Ideal,H,SI1,62.3,57,630,4.55,4.5,2.82
0.42,Ideal,H,SI1,61.7,55,885,4.84,4.85,2.99
1.11,Ideal,I,SI1,62.4,55,4273,6.6,6.64,4.13
0.53,Ideal,I,SI1,61.6,56.6,1127,5.19,5.21,3.21
1.15,Ideal,I,SI1,61.8,55,6300,6.73,6.76,4.17
0.6,Ideal,I,SI1,60.7,58,1295,5.43,5.45,3.3
0.8,Ideal,I,SI1,59.4,58,2927,6.07,6.09,3.61
1.2,Ideal,I,SI1,62.3,53,5694,6.8,6.85,4.25
1.2,Ideal,I,SI1,63.5,61,5376,6.75,6.71,4.27
2.02,Ideal,I,SI1,61.9,58,15942,8.07,8.18,5.03
2.17,Ideal,I,SI1,60.4,56,17224,8.36,8.43,5.07
0.52,Ideal,I,SI1,62,54,1019,5.17,5.19,3.21
0.39,Ideal,I,SI1,62.1,55,609,4.66,4.71,2.91
0.71,Ideal,I,SI1,61.9,55,2313,5.7,5.74,3.54
0.48,Ideal,I,SI1,61.9,53,841,5.06,5.08,3.14
0.56,Ideal,I,SI1,61.3,56,1343,5.28,5.31,3.25
1.22,Ideal,I,SI1,60.8,57,5602,6.95,6.89,4.21
0.79,Ideal,I,SI1,60.5,58,2539,5.97,5.99,3.62
0.33,Ideal,I,SI1,62.7,56,445,4.4,4.44,2.77
0.9,Ideal,I,SI1,61.6,55,3908,6.2,6.22,3.82
1.1,Ideal,I,SI1,61.6,55,5199,6.66,6.68,4.11
0.4,Ideal,I,SI1,62.3,55,624,4.72,4.75,2.95
1,Ideal,I,SI1,61.6,59,4133,6.34,6.42,3.93
1.11,Ideal,I,SI1,61.9,57,4709,6.62,6.67,4.11
0.3,Ideal,I,SI1,61.7,57,422,4.3,4.32,2.66
0.81,Ideal,I,SI1,61.3,56,3043,6.27,6.23,3.83
0.81,Ideal,I,SI1,62.2,57,2323,5.95,5.98,3.71
1.05,Ideal,J,SI1,61.5,55,4405,6.53,6.57,4.03
2.04,Ideal,J,SI1,59.1,59,12554,8.29,8.24,4.88
1.33,Ideal,J,SI1,62.5,56,5996,7.05,6.99,4.39
1.09,Ideal,J,SI1,61.4,55,4565,6.61,6.67,4.08
1.21,Ideal,J,SI1,62.7,55.2,5390,6.79,6.84,4.27
1.7,Ideal,J,SI1,60.9,57,8758,7.73,7.66,4.69
1.51,Ideal,J,SI1,62.6,54,8888,7.26,7.35,4.57
0.32,Ideal,J,SI1,62.3,57,499,4.44,4.33,2.73
1.24,Ideal,J,SI1,61.8,57,5000,6.92,6.86,4.26
1.28,Ideal,J,SI1,61.2,57,4967,7.02,6.96,4.28
0.37,Ideal,J,SI1,61.4,57,469,4.62,4.66,2.85
1.59,Ideal,J,SI1,62.4,55,8325,7.48,7.45,4.66
1.12,Fair,D,VS2,58.9,59,7696,6.84,6.77,4.01
0.31,Fair,E,VS2,54.2,63,814,4.61,4.51,2.47
1,Fair,E,VS2,66.4,51,4480,6.31,6.22,4.16
0.3,Fair,F,VS2,64.5,55,662,4.31,4.19,2.74
1.01,Fair,F,VS2,65.1,59,5784,6.17,6.21,4.03
1.01,Fair,F,VS2,64.8,56,4791,6.3,6.25,4.07
1.5,Fair,G,VS2,64.4,56,12787,7.16,7.09,4.59
1,Fair,G,VS2,64.5,58,5161,6.26,6.2,4.02
0.9,Fair,H,VS2,64.8,58,3538,6.07,6.03,3.92
0.9,Fair,H,VS2,64.6,54,3725,6.09,6.14,3.95
0.96,Fair,I,VS2,56.1,60,3215,6.62,6.58,3.7
0.7,Fair,I,VS2,66.1,56,1814,5.53,5.48,3.64
0.61,Fair,J,VS2,58.2,56,1174,5.74,5.49,3.27
0.52,Good,D,VS2,63.4,56,1701,5.09,5.16,3.25
0.76,Good,D,VS2,63.5,55,3443,5.81,5.85,3.7
0.5,Good,D,VS2,64,56,1708,5.04,5.02,3.22
1.01,Good,D,VS2,62.5,62,6563,6.26,6.34,3.94
0.44,Good,D,VS2,63.6,56,1009,4.81,4.84,3.07
0.76,Good,E,VS2,63.2,56,3249,5.82,5.86,3.69
0.3,Good,E,VS2,59.7,63,603,4.32,4.35,2.59
1,Good,E,VS2,57.4,58,6160,6.61,6.57,3.78
1.21,Good,E,VS2,62.7,61,9176,6.67,6.72,4.2
0.5,Good,E,VS2,64.9,59,1389,4.89,4.94,3.19
1,Good,E,VS2,63.1,56,6776,6.37,6.41,4.03
0.74,Good,E,VS2,63.5,56,3163,5.75,5.8,3.67
1.01,Good,E,VS2,56.7,61,6606,6.71,6.66,3.79
0.55,Good,F,VS2,62.8,63,1563,5.13,5.19,3.24
1.01,Good,F,VS2,63.1,56,5560,6.28,6.37,3.99
1,Good,F,VS2,63.3,55,6267,6.29,6.34,4
0.39,Good,F,VS2,64.3,55,681,4.56,4.64,2.96
1,Good,F,VS2,64.2,58,5606,6.32,6.26,4.04
0.9,Good,F,VS2,62.7,59,4493,6.1,6.14,3.84
1.51,Good,F,VS2,62,59,13819,7.18,7.37,4.51
1,Good,F,VS2,61.1,61,6841,6.38,6.45,3.92
0.9,Good,F,VS2,63.6,59,4234,6.11,6.06,3.87
1.5,Good,G,VS2,63.8,56,11508,7.2,7.15,4.58
1,Good,G,VS2,59.9,57,5667,6.45,6.51,3.88
1.24,Good,G,VS2,61.3,57,8672,6.78,6.88,4.19
1.52,Good,G,VS2,63.3,57,11235,7.27,7.32,4.62
0.6,Good,G,VS2,59.8,61.9,1793,5.45,5.5,3.27
0.7,Good,G,VS2,64.3,56,2488,5.51,5.58,3.57
0.31,Good,G,VS2,63.6,56,698,4.29,4.26,2.72
0.3,Good,G,VS2,63.5,54,526,4.25,4.28,2.71
0.7,Good,G,VS2,63.8,59,2353,5.51,5.55,3.53
1.01,Good,G,VS2,64.4,58,5418,6.23,6.31,4.04
1.7,Good,H,VS2,63.3,57,12117,7.54,7.59,4.79
0.31,Good,H,VS2,63.1,57,489,4.28,4.31,2.71
1.5,Good,H,VS2,63.9,59,8165,7.25,7.18,4.61
0.37,Good,H,VS2,63.1,55,584,4.59,4.63,2.91
1.2,Good,H,VS2,62.6,56,6468,6.73,6.76,4.22
0.91,Good,H,VS2,63.8,59,3192,5.99,5.96,3.82
0.32,Good,H,VS2,63.1,55,505,4.33,4.36,2.74
2.06,Good,I,VS2,60.2,64,15046,8.34,8.14,4.97
1.01,Good,I,VS2,63.9,59,4197,6.29,6.26,4.01
0.63,Good,I,VS2,56.1,65,1440,5.73,5.78,3.23
1.05,Good,I,VS2,64.3,55,4550,6.46,6.42,4.14
